,Day (Str),Date,Team 1,Team 2,Location
68,Fri.,2019-11-01,Middlebury College,Williams College,Williams College
69,Sat.,2019-11-02,Middlebury College,Hamilton College,Hamilton College
70,Fri.,2019-09-20,Trinity College,Williams College,Williams College
71,Sat.,2019-09-21,Trinity College,Hamilton College,Hamilton College
72,Fri.,2019-10-04,Trinity College,Middlebury College,Trinity College
73,Sat.,2019-10-05,Trinity College,Amherst College,Trinity College
74,Fri.,2019-10-11,Trinity College,Bowdoin College,Trinity College
75,Sat.,2019-10-12,Trinity College,Tufts University,Trinity College
76,Thu.,2019-10-17,Trinity College,Wesleyan University,Wesleyan University
77,Fri.,2019-10-25,Trinity College,Colby College,Colby College
78,Sat.,2019-10-26,Trinity College,Bates College,Bates College
79,Fri.,2019-11-01,Trinity College,Connecticut College,Connecticut College
80,Fri.,2019-09-20,Tufts University,Connecticut College,Connecticut College
81,Sat.,2019-09-21,Tufts University,Wesleyan University,Wesleyan University
82,Fri.,2019-09-27,Tufts University,Bowdoin College,Tufts University
83,Fri.,2019-10-04,Tufts University,Hamilton College,Tufts University
84,Sat.,2019-10-05,Tufts University,Williams College,Tufts University
85,Sat.,2019-10-12,Tufts University,Trinity College,Trinity College
86,Fri.,2019-10-25,Tufts University,Amherst College,Amherst College
87,Sat.,2019-10-26,Tufts University,Middlebury College,Middlebury College
88,Fri.,2019-11-01,Tufts University,Bates College,Tufts University
89,Sat.,2019-11-02,Tufts University,Colby College,Tufts University
90,Fri.,2019-09-20,Wesleyan University,Bowdoin College,Wesleyan University
91,Sat.,2019-09-21,Wesleyan University,Tufts University,Wesleyan University
92,Thu.,2019-09-26,Wesleyan University,Connecticut College,Connecticut College
93,Fri.,2019-10-04,Wesleyan University,Colby College,Colby College
94,Sat.,2019-10-05,Wesleyan University,Bates College,Bates College
95,Fri.,2019-10-11,Wesleyan University,Middlebury College,Middlebury College
96,Sat.,2019-10-12,Wesleyan University,Amherst College,Amherst College
97,Thu.,2019-10-17,Wesleyan University,Trinity College,Wesleyan University
98,Fri.,2019-10-25,Wesleyan University,Williams College,Wesleyan University
99,Sat.,2019-10-26,Wesleyan University,Hamilton College,Wesleyan University
100,Fri.,2019-09-20,Williams College,Trinity College,Williams College
101,Fri.,2019-09-27,Williams College,Hamilton College,Hamilton College
102,Fri.,2019-10-04,Williams College,Bowdoin College,Bowdoin College
103,Sat.,2019-10-05,Williams College,Tufts University,Tufts University
104,Fri.,2019-10-11,Williams College,Colby College,Williams College
105,Sat.,2019-10-12,Williams College,Bates College,Williams College
106,Fri.,2019-10-25,Williams College,Wesleyan University,Wesleyan University
107,Sat.,2019-10-26,Williams College,Connecticut College,Connecticut College
108,Fri.,2019-11-01,Williams College,Middlebury College,Williams College
109,Sat.,2019-11-02,Williams College,Amherst College,Williams College
