,Week,Day (Str),Time Slot,Team 1,Team 2,Location
81,1,Fri.,0,Tufts University,Amherst College,Tufts University
82,1,Sat.,1,Tufts University,Middlebury College,Tufts University
83,1,Sat.,2,Tufts University,Williams College,Tufts University
84,2,Fri.,0,Tufts University,Trinity College,Trinity College
85,2,Sat.,1,Tufts University,Connecticut College,Trinity College
86,2,Sat.,2,Tufts University,Wesleyan University,Trinity College
87,3,Fri.,0,Tufts University,Bowdoin College,Bates College
88,3,Sat.,1,Tufts University,Colby College,Bates College
89,3,Sat.,2,Tufts University,Bates College,Bates College
90,0,Fri.,0,Wesleyan University,Trinity College,Connecticut College
91,0,Sat.,1,Wesleyan University,Connecticut College,Connecticut College
92,1,Fri.,0,Wesleyan University,Colby College,Wesleyan University
93,1,Sat.,3,Wesleyan University,Bates College,Wesleyan University
94,1,Sat.,5,Wesleyan University,Bowdoin College,Wesleyan University
95,2,Sat.,2,Wesleyan University,Tufts University,Trinity College
96,3,Sat.,1,Wesleyan University,Hamilton College,Trinity College
97,4,Fri.,0,Wesleyan University,Amherst College,Amherst College
98,4,Sat.,3,Wesleyan University,Williams College,Amherst College
99,4,Sat.,8,Wesleyan University,Middlebury College,Amherst College
100,0,Fri.,0,Williams College,Colby College,Bowdoin College
101,0,Sat.,7,Williams College,Bates College,Bowdoin College
102,0,Sat.,8,Williams College,Bowdoin College,Bowdoin College
103,1,Sat.,2,Williams College,Tufts University,Tufts University
104,2,Fri.,0,Williams College,Hamilton College,Middlebury College
105,3,Fri.,0,Williams College,Middlebury College,Williams College
106,3,Sat.,2,Williams College,Amherst College,Williams College
107,4,Fri.,2,Williams College,Connecticut College,Amherst College
108,4,Sat.,3,Williams College,Wesleyan University,Amherst College
109,4,Sat.,4,Williams College,Trinity College,Amherst College
