,Week,Day (Str),Time Slot,Team 1,Team 2,Location
62,2,Fri.,1,Middlebury College,Trinity College,Amherst College
63,2,Sat.,3,Middlebury College,Amherst College,Amherst College
64,2,Sat.,8,Middlebury College,Wesleyan University,Amherst College
65,3,Fri.,0,Middlebury College,Hamilton College,Hamilton College
66,3,Sat.,1,Middlebury College,Williams College,Hamilton College
67,4,Fri.,1,Middlebury College,Colby College,Middlebury College
68,4,Sat.,5,Middlebury College,Bowdoin College,Middlebury College
69,4,Sat.,8,Middlebury College,Bates College,Middlebury College
70,0,Fri.,1,Trinity College,Bowdoin College,Trinity College
71,0,Sat.,6,Trinity College,Bates College,Trinity College
72,0,Sat.,7,Trinity College,Colby College,Trinity College
73,1,Sat.,2,Trinity College,Connecticut College,Connecticut College
74,2,Fri.,1,Trinity College,Middlebury College,Amherst College
75,2,Sat.,6,Trinity College,Hamilton College,Amherst College
76,2,Sat.,7,Trinity College,Williams College,Amherst College
77,3,Sat.,2,Trinity College,Tufts University,Wesleyan University
78,4,Fri.,0,Trinity College,Wesleyan University,Wesleyan University
79,4,Sat.,1,Trinity College,Amherst College,Wesleyan University
80,1,Fri.,0,Tufts University,Hamilton College,Williams College
81,1,Sat.,1,Tufts University,Williams College,Williams College
82,1,Sat.,2,Tufts University,Middlebury College,Williams College
83,2,Fri.,0,Tufts University,Bates College,Colby College
84,2,Sat.,1,Tufts University,Colby College,Colby College
85,2,Sat.,2,Tufts University,Bowdoin College,Colby College
86,3,Fri.,0,Tufts University,Wesleyan University,Wesleyan University
87,3,Sat.,1,Tufts University,Amherst College,Wesleyan University
88,3,Sat.,2,Tufts University,Trinity College,Wesleyan University
89,4,Sat.,0,Tufts University,Connecticut College,Tufts University
90,0,Fri.,0,Wesleyan University,Bates College,Trinity College
91,0,Sat.,3,Wesleyan University,Bowdoin College,Trinity College
92,0,Sat.,8,Wesleyan University,Colby College,Trinity College
93,1,Sat.,1,Wesleyan University,Connecticut College,Connecticut College
94,2,Fri.,2,Wesleyan University,Hamilton College,Amherst College
95,2,Sat.,4,Wesleyan University,Williams College,Amherst College
96,2,Sat.,8,Wesleyan University,Middlebury College,Amherst College
97,3,Fri.,0,Wesleyan University,Tufts University,Wesleyan University
98,4,Fri.,0,Wesleyan University,Trinity College,Wesleyan University
99,4,Sat.,2,Wesleyan University,Amherst College,Wesleyan University
100,0,Sat.,2,Williams College,Connecticut College,Williams College
101,1,Sat.,1,Williams College,Tufts University,Williams College
102,2,Fri.,0,Williams College,Amherst College,Amherst College
103,2,Sat.,4,Williams College,Wesleyan University,Amherst College
104,2,Sat.,7,Williams College,Trinity College,Amherst College
105,3,Sat.,1,Williams College,Middlebury College,Hamilton College
106,3,Sat.,2,Williams College,Hamilton College,Hamilton College
107,4,Fri.,2,Williams College,Bowdoin College,Middlebury College
108,4,Sat.,6,Williams College,Colby College,Middlebury College
109,4,Sat.,7,Williams College,Bates College,Middlebury College
